brand,model,city,km,price
2021 Chevrolet,Bolt EV,Saint-Constant · QC,57952.0,24499.0
2023 Ford,F-150,Cowansville · QC,15.0,84995.0
2023 Hyundai,Kona,Mascouche · QC,12468.0,27995.0
2021 Toyota,Corolla,Laval · QC,82837.0,22999.0
2018 Toyota,Corolla,Saint-Hubert · QC,88532.0,20999.0
2011 Hyundai,Elantra,Pincourt · QC,179163.0,4899.0
2021 Mazda,Mazda3 Sport,Mascouche · QC,41840.0,28995.0
2021 Ford,Escape,Saint-Constant · QC,91609.0,22499.0
2022 Honda,HR-V,Laval · QC,27655.0,27499.0
2021 Ford,F-150,Saint-Jerome · QC,93384.0,38955.0
2021 Nissan,Sentra,Mascouche · QC,30267.0,22995.0
2019 Hyundai,Kona,Saint-Constant · QC,61997.0,21499.0
2020 Kia,Soul,Mascouche · QC,23310.0,21995.0
2021 Toyota,RAV4 Prime,Laval · QC,80641.0,40499.0
2023 Hyundai,Sonata,Mascouche · QC,17652.0,39995.0
2022 Nissan,Versa,Laval · QC,9756.0,20499.0
2021 Kia,Forte,Saint-Hubert · QC,96180.0,22449.0
2024 Nissan,Kicks,Saint-Constant · QC,1209.0,26999.0
2021 Toyota,Prius Prime,Saint-Constant · QC,25580.0,29499.0
2022 Hyundai,Tucson,Mascouche · QC,33532.0,27995.0
2019 Buick,Encore,Laval · QC,83437.0,19949.0
2020 Nissan,Kicks,Mascouche · QC,56560.0,21495.0
2022 Jeep,Wagoneer,Saint-Constant · QC,25640.0,76999.0
2023 Ford,F-150,Saint-Constant · QC,13062.0,57999.0
2019 Hyundai,Tucson,Pincourt · QC,100542.0,18798.0
2020 Bmw,X6 M,Saint-Constant · QC,52253.0,98999.0
2021 Hyundai,Tucson,Mascouche · QC,46228.0,27995.0
2021 Bmw,X1,Blainville · QC,65000.0,31950.0
2019 Honda,Civic,Laval · QC,66261.0,22449.0
2022 Nissan,Kicks,Mascouche · QC,18431.0,23995.0
2020 Nissan,Kicks,Mascouche · QC,43461.0,20995.0
2019 Chrysler,Pacifica Hybrid,Saint-Constant · QC,124742.0,29999.0
2022 Hyundai,Kona,Mascouche · QC,51717.0,24495.0
2019 Volvo,XC90,Saint-Constant · QC,84181.0,32499.0
2019 Ford,F-150,Cowansville · QC,232568.0,30995.0
2019 Nissan,Leaf,Mascouche · QC,60141.0,21995.0
2020 Nissan,Leaf,Mascouche · QC,47583.0,24495.0
2018 Kia,Forte,Saint-Hubert · QC,39269.0,18999.0
2021 Hyundai,Tucson,Mascouche · QC,32101.0,26995.0
2024 Bmw,230,Blainville · QC,3190.0,60949.0
2021 Hyundai,Palisade,Cowansville · QC,56112.0,46982.0
2020 Toyota,Corolla,Saint-Hubert · QC,98664.0,21999.0
2020 Mini,Convertible,Cowansville · QC,82769.0,28495.0
2021 Subaru,Crosstrek,Mascouche · QC,31390.0,29995.0
2021 Chrysler,Pacifica,Saint-Constant · QC,88290.0,31499.0
2018 Bmw,X1,Saint-Hubert · QC,71674.0,23499.0
2019 Nissan,Rogue,Cowansville · QC,119805.0,20984.0
2021 Hyundai,Elantra,Laval · QC,81001.0,22499.0
2023 Chevrolet,Trailblazer,Mascouche · QC,11429.0,27495.0
2023 Nissan,Leaf,Mascouche · QC,15024.0,28995.0
2021 Toyota,Corolla,Laval · QC,81842.0,22499.0
2018 Audi,A4 allroad,Laval · QC,126092.0,24999.0
2022 Chevrolet,Silverado 1500 LTD,Mascouche · QC,38892.0,44995.0
2021 Toyota,C-HR,Saint-Constant · QC,85110.0,26449.0
2022 Tesla,Model 3,Laval · QC,55098.0,42999.0
2020 Hyundai,Elantra,Laval · QC,79983.0,19999.0
2021 Mazda,CX-30,Mascouche · QC,54289.0,29995.0
2021 Toyota,Corolla,Saint-Hubert · QC,85673.0,24449.0
2019 Honda,Pilot,Cowansville · QC,106186.0,36984.0
2020 Nissan,Sentra,Laval · QC,51372.0,20999.0
2017 Ford,Explorer,Saint-Eustache · QC,134000.0,16850.0
2021 Hyundai,Elantra,Pincourt · QC,74184.0,21995.0
2021 Volkswagen,Tiguan,Laval · QC,37500.0,31999.0
2019 Mitsubishi,RVR,Saint-Hubert · QC,76830.0,19999.0
2023 Nissan,Qashqai,Mascouche · QC,6437.0,27995.0
2022 Kia,Sportage,Mascouche · QC,25135.0,27995.0
2021 Hyundai,Tucson,Mascouche · QC,27774.0,26995.0
2019 Volkswagen,Jetta,Laval · QC,86305.0,22649.0
2019 Hyundai,Santa Fe,Mascouche · QC,41834.0,25995.0
2019 Buick,Encore,Saint-Hubert · QC,40025.0,20999.0
2022 Kia,Sportage,Saint-Jerome · QC,48113.0,23795.0
2023 Chevrolet,Camaro,Saint-Constant · QC,12713.0,38999.0
2022 Hyundai,Elantra,Laval · QC,47477.0,24999.0
2023 Kia,Forte,Mascouche · QC,11950.0,24995.0
2022 Hyundai,Tucson,Mascouche · QC,28615.0,27995.0
2018 Kia,Soul,Laval · QC,106551.0,18499.0
2018 Nissan,Pathfinder,Laval · QC,116365.0,23999.0
2020 Chevrolet,Bolt EV,Saint-Constant · QC,64290.0,22499.0
2023 Mazda,CX-9,Laval · QC,19612.0,38999.0
2021 Hyundai,Kona,Mascouche · QC,29866.0,26995.0
2022 Nissan,Armada,Mascouche · QC,8578.0,65995.0
2020 Toyota,Corolla,Saint-Hubert · QC,101978.0,21299.0
2017 Mini,Cooper Clubman,Laval · QC,63351.0,23999.0
2022 Toyota,Corolla,Saint-Constant · QC,31623.0,24999.0
2019 Nissan,Qashqai,Mascouche · QC,58889.0,21995.0
2018 Chevrolet,Cruze,Saint-Constant · QC,36005.0,18999.0
2021 Nissan,Kicks,Laval · QC,62758.0,21999.0
2021 Volkswagen,Golf,Laval · QC,72834.0,24999.0
2019 Chevrolet,Spark,Saint-Hubert · QC,57479.0,16999.0
2021 Toyota,Corolla Hatchback,Cowansville · QC,82296.0,26982.0
2019 Volvo,S60,Saint-Hubert · QC,65484.0,27499.0
2020 Toyota,Corolla,Saint-Constant · QC,100255.0,19999.0
2022 Chevrolet,Equinox,Mascouche · QC,39289.0,34995.0
2017 Chevrolet,Camaro,Laval · QC,111619.0,25999.0
2021 Mazda,Mazda3 Sport,Mascouche · QC,57851.0,29995.0
2021 Kia,Forte,Laval · QC,92243.0,19499.0
2023 Mitsubishi,Outlander,Mascouche · QC,9789.0,38995.0
2021 Chevrolet,Silverado 1500,Granby · QC,77438.0,40988.0
2022 Nissan,Kicks,Mascouche · QC,24947.0,26995.0
2020 Chevrolet,Spark,Laval · QC,92284.0,17499.0
2023 Nissan,Kicks,Laval · QC,11481.0,24499.0
2021 Chevrolet,Trailblazer,Mascouche · QC,35487.0,26995.0
2020 Jeep,Cherokee,Saint-Constant · QC,111818.0,24999.0
2020 Nissan,Kicks,Mascouche · QC,31673.0,20995.0
2013 Hyundai,Elantra,Pincourt · QC,112627.0,10290.0
2020 Mazda,CX-3,Mascouche · QC,50746.0,23995.0
2023 Volvo,C40,Blainville · QC,8600.0,57950.0
2019 Nissan,Leaf,Mascouche · QC,41319.0,23495.0
2019 Jaguar,E-PACE,Cowansville · QC,47303.0,31999.0
2021 Hyundai,Elantra,Saint-Constant · QC,79742.0,23499.0
2021 Kia,Seltos,Mascouche · QC,47940.0,27995.0
2020 Subaru,Brz,Saint-Constant · QC,74163.0,26499.0
2019 Audi,A3,Saint-Hubert · QC,82609.0,23949.0
2021 Nissan,Rogue,Mascouche · QC,44988.0,28995.0
2019 Nissan,Micra,Laval · QC,39927.0,18949.0
2022 Chevrolet,Silverado 1500,Mascouche · QC,14375.0,45995.0
2019 Volkswagen,Tiguan,Saint-Hubert · QC,103592.0,22999.0
2019 Audi,Sq5,Saint-Hubert · QC,85546.0,35999.0
2019 Volkswagen,Jetta,Saint-Constant · QC,55819.0,19999.0
2017 Mazda,Mazda3,Saint-Constant · QC,74294.0,17999.0
2023 Ford,Mustang Mach-E,Cowansville · QC,15.0,71995.0
2019 Gmc,Acadia,Laval · QC,93526.0,22999.0
2022 Buick,Encore,Mascouche · QC,18477.0,27995.0
2021 Hyundai,Elantra,Saint-Constant · QC,85663.0,22999.0
2019 Nissan,Kicks,Saint-Constant · QC,58825.0,22449.0
2021 Mazda,Mazda3,Saint-Hubert · QC,82974.0,25999.0
2019 Volkswagen,Jetta,Laval · QC,113584.0,18499.0
2021 Nissan,Rogue,Mascouche · QC,41392.0,28995.0
2021 Dodge,Charger,Saint-Constant · QC,76030.0,31999.0
2017 Volkswagen,Tiguan,Laval · QC,76666.0,18999.0
2022 Ford,Bronco Sport,Saint-Eustache · QC,31000.0,29840.0
2020 Nissan,Maxima,Mascouche · QC,38535.0,32995.0
2019 Mercedes-Benz,GLC,Cowansville · QC,42844.0,47984.0
2019 Mercedes-Benz,A-Class,Saint-Hubert · QC,83184.0,26999.0
2022 Kia,Niro,Mascouche · QC,34637.0,32995.0
2016 Mercedes-Benz,GLC,Saint-Hubert · QC,117874.0,23499.0
2022 Nissan,Leaf,Laval · QC,14563.0,22999.0
2021 Ford,Explorer,Cowansville · QC,39975.0,53984.0
2022 Cadillac,XT5,Pincourt · QC,46820.0,41536.0
2018 Honda,Civic,Saint-Constant · QC,73161.0,21999.0
2017 Audi,A4,Cowansville · QC,137415.0,23995.0
2021 Kia,Forte,Laval · QC,35105.0,21499.0
2021 Kia,Sportage,Laval · QC,74652.0,26499.0
2023 Nissan,Leaf,Mascouche · QC,21748.0,32995.0
2018 Honda,CR-V,Laval · QC,70379.0,25999.0
2021 Kia,Soul,Saint-Hubert · QC,66087.0,20999.0
2020 Dodge,Grand Caravan,Laval · QC,133172.0,23999.0
2019 Mazda,CX-3,Laval · QC,56509.0,19999.0
2019 Mercedes-Benz,GLA,Laval · QC,54290.0,27999.0
2018 Ford,Explorer,Saint-Constant · QC,111279.0,26999.0
2019 Buick,Encore,Saint-Hubert · QC,54665.0,21499.0
2021 Kia,Sportage,Saint-Constant · QC,71312.0,25999.0
2021 Hyundai,Elantra,Laval · QC,79763.0,21999.0
2018 Volkswagen,Passat,Saint-Constant · QC,124700.0,20449.0
2018 Ford,EDGE,Saint-Hubert · QC,125857.0,18999.0
2022 Chevrolet,Silverado 1500,Mascouche · QC,12692.0,67995.0
2017 Subaru,Impreza,Saint-Constant · QC,72650.0,19449.0
2020 Hyundai,Kona,Saint-Hubert · QC,85598.0,20999.0
2022 Bmw,X2,Cowansville · QC,44055.0,40999.0
2018 Mercedes-Benz,GLC,Laval · QC,116180.0,25999.0
2021 Nissan,Kicks,Mascouche · QC,41513.0,21995.0
2021 Chevrolet,Spark,Saint-Constant · QC,83007.0,18999.0
2019 Nissan,Leaf,Saint-Constant · QC,39483.0,19499.0
2021 Hyundai,Kona,Saint-Hubert · QC,50430.0,21999.0
2022 Mitsubishi,Outlander,Mascouche · QC,25173.0,35995.0
2022 Chevrolet,Silverado 1500,Mascouche · QC,15351.0,67995.0
2022 Volkswagen,ID.4,Saint-Hubert · QC,71187.0,41999.0
2019 Honda,CR-V,Saint-Hubert · QC,81754.0,25499.0
2021 Hyundai,Elantra,Laval · QC,75787.0,23499.0
2018 Hyundai,Elantra,Saint-Constant · QC,98796.0,16499.0
2021 Chevrolet,Trax,Laval · QC,74186.0,22999.0
2019 Volkswagen,Jetta,Laval · QC,98914.0,16999.0
2019 Volkswagen,Tiguan,Saint-Constant · QC,88631.0,26499.0
2021 Hyundai,Tucson,Mascouche · QC,30971.0,24995.0
2021 Kia,Forte,Saint-Hubert · QC,89796.0,22949.0
2023 Mini,3 Door,Cowansville · QC,12833.0,35999.0
2018 Kia,Sportage,Saint-Constant · QC,81432.0,24999.0
2019 Infiniti,Q50,Saint-Constant · QC,89210.0,26999.0
2020 Dodge,Grand Caravan,Cowansville · QC,80783.0,31984.0
2021 Volkswagen,Golf,Laval · QC,81503.0,23949.0
2021 Chevrolet,Spark,Laval · QC,29956.0,21449.0
2018 Chrysler,300,Laval · QC,114814.0,21499.0
2021 Toyota,Corolla,Saint-Hubert · QC,83493.0,22499.0
2021 Nissan,Rogue,Mascouche · QC,55538.0,33995.0
2020 Mazda,Mazda3,Mascouche · QC,30165.0,25995.0
2019 Nissan,Kicks,Saint-Hubert · QC,55290.0,20949.0
2017 Mercedes-Benz,GLC,Laval · QC,98098.0,30999.0
2016 Mercedes-Benz,C-Class,Saint-Hubert · QC,116098.0,21999.0
2023 Chevrolet,Camaro,Mascouche · QC,7417.0,42995.0
2020 Kia,Forte,Saint-Constant · QC,80132.0,19999.0
2020 Kia,Forte,Mascouche · QC,56192.0,21995.0
2019 Dodge,Grand Caravan,Saint-Hubert · QC,52254.0,27499.0
2019 Nissan,Kicks,Laval · QC,49573.0,19999.0
2023 Hyundai,Kona,Mascouche · QC,21495.0,27995.0
2022 Ram,1500,Cowansville · QC,51119.0,53984.0
2023 Hyundai,Kona,Saint-Constant · QC,34400.0,30999.0
2019 Gmc,Acadia,Saint-Hubert · QC,87596.0,25949.0
2018 Volkswagen,Golf,Saint-Constant · QC,56692.0,19499.0
2019 Nissan,Qashqai,Mascouche · QC,53665.0,20995.0
2021 Volvo,XC60,Mascouche · QC,45414.0,42995.0
2018 Subaru,Impreza,Laval · QC,85560.0,19999.0
2021 Kia,Sportage,Saint-Eustache · QC,64000.0,27450.0
2021 Mazda,Mazda3 Sport,Mascouche · QC,46401.0,29995.0
2020 Kia,Sorento,Laval · QC,97211.0,23499.0
2020 Volvo,S60,Saint-Constant · QC,46303.0,32999.0
2021 Kia,Forte,Mascouche · QC,27763.0,26995.0
2020 Volvo,XC40,Laval · QC,62102.0,31999.0
2020 Hyundai,Elantra,Mascouche · QC,51841.0,23995.0
2020 Hyundai,Kona,Mascouche · QC,52752.0,23995.0
2018 Volkswagen,Tiguan,Saint-Constant · QC,117476.0,21499.0
2022 Chevrolet,Silverado 1500,Mascouche · QC,14595.0,53995.0
2022 Chevrolet,Silverado 1500 LTD,Mascouche · QC,31971.0,44995.0
2019 Chrysler,Pacifica,Saint-Constant · QC,49743.0,30999.0
2022 Nissan,Leaf,Mascouche · QC,16297.0,28495.0
2020 Hyundai,Kona EV,Mascouche · QC,61581.0,25995.0
2019 Dodge,Grand Caravan,Saint-Constant · QC,79491.0,24499.0
2023 Mitsubishi,RVR,Laval · QC,16134.0,24449.0
2020 Chevrolet,Bolt EV,Saint-Hubert · QC,51401.0,24999.0
2019 Volvo,XC90,Saint-Constant · QC,69627.0,43999.0
2017 Volvo,XC60,Laval · QC,88086.0,22999.0
2022 Mitsubishi,Mirage,Saint-Hubert · QC,47183.0,18499.0
2021 Nissan,Versa,Laval · QC,76584.0,18999.0
2021 Kia,Seltos,Cowansville · QC,36088.0,29984.0
2019 Audi,A5,Laval · QC,54122.0,31999.0
2018 Nissan,Qashqai,Laval · QC,64112.0,20999.0
2020 Chevrolet,Trax,Mascouche · QC,45183.0,21995.0
2022 Nissan,Rogue,Mascouche · QC,26755.0,27995.0
2021 Buick,Envision,Mascouche · QC,14555.0,34995.0
2021 Hyundai,Kona,Saint-Constant · QC,88243.0,23999.0
2021 Nissan,Rogue,Laval · QC,59430.0,25499.0
2020 Kia,Sportage,Mascouche · QC,24832.0,21495.0
2022 Nissan,Armada,Mascouche · QC,9894.0,66995.0
2022 Hyundai,Sonata,Saint-Constant · QC,81564.0,27999.0
2021 Nissan,Kicks,Saint-Constant · QC,31255.0,22499.0
2021 Volvo,XC60,Mascouche · QC,68967.0,42995.0
2021 Hyundai,Venue,Saint-Constant · QC,85624.0,19999.0
2020 Ford,Escape,Saint-Constant · QC,64670.0,20999.0
2022 Kia,Forte,Saint-Constant · QC,56862.0,22499.0
2014 Hyundai,SANTA FE SPORT,Saint-Eustache · QC,143141.0,13994.0
2021 Mazda,CX-3,Laval · QC,83975.0,26449.0
2021 Kia,Soul,Laval · QC,90404.0,20999.0
2021 Chrysler,Grand Caravan,Saint-Constant · QC,91973.0,28299.0
2022 Kia,Seltos,Saint-Jerome · QC,44547.0,24795.0
2018 Nissan,Qashqai,Laval · QC,107332.0,17999.0
2021 Ford,Escape,Saint-Constant · QC,24600.0,28999.0
2021 Chevrolet,Spark,Saint-Constant · QC,80471.0,18499.0
2022 Hyundai,Kona,Mascouche · QC,31217.0,25995.0
2021 Toyota,Corolla,Laval · QC,91267.0,21999.0
2020 Volvo,XC60,Saint-Constant · QC,85655.0,32999.0
2020 Hyundai,Santa Fe,Mascouche · QC,30853.0,29995.0
2023 Hyundai,Kona,Mascouche · QC,9030.0,37995.0
2021 Kia,Seltos,Saint-Jerome · QC,125310.0,20985.0
2017 Buick,Encore,Saint-Constant · QC,126355.0,16999.0
2023 Hyundai,Kona,Mascouche · QC,19802.0,27995.0
2023 Hyundai,Santa Cruz,Cowansville · QC,19854.0,45995.0
2021 Nissan,Kicks,Saint-Hubert · QC,30343.0,23499.0
2023 Ford,F-150,Cowansville · QC,9.0,83995.0
2022 Mazda,Mazda3 Sport,Mascouche · QC,15888.0,28995.0
2021 Hyundai,Venue,Laval · QC,80348.0,19999.0
2023 Mazda,CX-50,Mascouche · QC,29814.0,43495.0
2020 Hyundai,Elantra Gt,Saint-Constant · QC,79593.0,24499.0
2020 Audi,Q5,Laval · QC,93358.0,30499.0
2017 Hyundai,Tucson,Laval · QC,106229.0,19999.0
2019 Toyota,Tacoma,Pincourt · QC,106031.0,36990.0
2017 Cadillac,XT5,Laval · QC,117867.0,22299.0
2019 Hyundai,Santa Fe,Mascouche · QC,48891.0,23995.0
2023 Kia,Stinger,Saint-Jerome · QC,11981.0,48995.0
2016 Jeep,Cherokee,Saint-Constant · QC,81560.0,17499.0
2016 Bmw,X5,Saint-Constant · QC,122045.0,24999.0
2020 Mazda,CX-3,Mascouche · QC,50891.0,22995.0
2021 Chrysler,Pacifica,Saint-Hubert · QC,91384.0,31499.0
2022 Mazda,CX-5,Mascouche · QC,46993.0,31995.0
2021 Kia,Forte,Mascouche · QC,35203.0,23995.0
2016 Ford,Focus Electric,Granby · QC,91097.0,14988.0
2021 Kia,Soul EV,Mascouche · QC,45693.0,27995.0
2019 Dodge,Grand Caravan,Laval · QC,109581.0,27499.0
2021 Mazda,MX-5,Mascouche · QC,40785.0,29995.0
2020 Nissan,Kicks,Laval · QC,32569.0,22499.0
2019 Hyundai,Kona,Saint-Hubert · QC,48558.0,21999.0
2016 Bmw,340i,Cowansville · QC,113176.0,23984.0
2019 Nissan,Kicks,Laval · QC,36836.0,20499.0
2018 Mazda,Mazda3 Sport,Saint-Constant · QC,69415.0,18499.0
2023 Kia,Sportage,Mascouche · QC,17201.0,34995.0
2019 Mazda,Mazda3 Sport,Laval · QC,86453.0,22999.0
2021 Honda,CR-V,Cowansville · QC,28310.0,32984.0
2022 Mazda,MX-30,Mascouche · QC,10335.0,24995.0
2023 Subaru,Wrx,Cowansville · QC,5119.0,38984.0
2021 Bmw,X3,Blainville · QC,49000.0,41950.0
2020 Hyundai,Elantra,Laval · QC,85521.0,19999.0
2020 Chevrolet,Colorado,Saint-Hubert · QC,144131.0,29499.0
2021 Kia,Soul,Saint-Constant · QC,96484.0,19999.0
2022 Mazda,Mazda3 Sport,Mascouche · QC,14704.0,25995.0
2017 Audi,Q3,Saint-Hubert · QC,112066.0,19999.0
2018 Audi,Q5,Laval · QC,85462.0,26999.0
2017 Dodge,Grand Caravan,Saint-Hubert · QC,82289.0,19999.0
2022 Nissan,Kicks,Mascouche · QC,37418.0,22995.0
2017 Hyundai,Elantra,Saint-Constant · QC,68715.0,15999.0
2019 Volkswagen,Jetta,Saint-Hubert · QC,85387.0,22499.0
2017 Lincoln,MKC,Laval · QC,108842.0,19499.0
2021 Buick,Encore,Mascouche · QC,21184.0,23995.0
2021 Volkswagen,Jetta,Saint-Constant · QC,80527.0,23999.0
2020 Volkswagen,Golf,Saint-Constant · QC,84880.0,20999.0
2022 Mini,Cooper EV,Cowansville · QC,36317.0,28999.0
2021 Ford,Bronco Sport,Saint-Constant · QC,98581.0,26499.0
2023 Nissan,Rogue,Mascouche · QC,19660.0,29995.0
2023 Ford,F-150,Saint-Hubert · QC,21920.0,52999.0
2016 Nissan,Frontier,Saint-Constant · QC,107368.0,26999.0
2021 Hyundai,Kona,Mascouche · QC,42353.0,24995.0
2021 Kia,Seltos,Mascouche · QC,53290.0,28995.0
2022 Gmc,Terrain,Saint-Constant · QC,52738.0,28499.0
2018 Gmc,Terrain,Brossard · QC,191605.0,14975.0
2021 Toyota,Corolla,Saint-Constant · QC,51074.0,23499.0
2020 Honda,Civic,Cowansville · QC,73464.0,26495.0
2021 Mazda,Mazda3 Sport,Laval · QC,80416.0,25499.0
2019 Volkswagen,Tiguan,Cowansville · QC,95233.0,26999.0
2023 Mazda,CX-9,Mascouche · QC,7656.0,39995.0
2016 Honda,Civic,Saint-Constant · QC,103246.0,15499.0
2020 Kia,Soul EV,Saint-Hubert · QC,87221.0,24449.0
2021 Hyundai,Tucson,Saint-Hubert · QC,47522.0,29949.0
2022 Mazda,MX-30,Mascouche · QC,39144.0,26995.0
2021 Kia,Soul,Mascouche · QC,33140.0,22495.0
2021 Toyota,Corolla,Saint-Constant · QC,90657.0,22299.0
2018 Ford,Escape,Saint-Hubert · QC,66789.0,21499.0
2015 Mini,Cooper Hardtop,Saint-Constant · QC,121736.0,12999.0
2023 Mazda,CX-50,Mascouche · QC,19806.0,43995.0
2020 Volvo,XC60,Saint-Constant · QC,96915.0,34999.0
2022 Gmc,Sierra 1500,Cowansville · QC,32424.0,68984.0
2019 Nissan,Leaf,Mascouche · QC,55576.0,23495.0
2019 Volkswagen,Jetta,Saint-Constant · QC,75192.0,21999.0
2017 Honda,CR-V,Laval · QC,97121.0,23999.0
2022 Kia,Soul EV,Mascouche · QC,35210.0,30995.0
2017 Nissan,Sentra,Saint-Hubert · QC,106704.0,15999.0
2023 Kia,EV6,Mascouche · QC,25954.0,54995.0
2017 Nissan,Versa Note,Mascouche · QC,66129.0,16995.0
2021 Ram,1500 Classic,Mascouche · QC,57683.0,41995.0
2022 Tesla,Model Y,Brossard · QC,23563.0,60985.0
2018 Kia,Sorento,Saint-Jerome · QC,58772.0,23895.0
2022 Honda,Civic Hatchback,Cowansville · QC,16106.0,33486.0
2021 Gmc,Canyon,Mascouche · QC,22852.0,35995.0
2020 Jaguar,F-TYPE,Laval · QC,42255.0,57999.0
2021 Toyota,C-HR,Mascouche · QC,67307.0,25995.0
2019 Ford,F-150,Laval · QC,125609.0,29999.0
2016 Hyundai,Elantra Gt,Laval · QC,100147.0,14999.0
2021 Hyundai,Elantra,Laval · QC,85343.0,22999.0
2017 Dodge,Grand Caravan,Saint-Hubert · QC,94919.0,20499.0
2020 Mazda,CX-30,Mascouche · QC,82573.0,24995.0
2016 Jeep,Cherokee,Saint-Hubert · QC,103322.0,16499.0
2017 Hyundai,Elantra,Saint-Constant · QC,69561.0,17499.0
2023 Nissan,Kicks,Saint-Constant · QC,13400.0,25999.0
2020 Nissan,Qashqai,Laval · QC,91535.0,20499.0
2021 Jeep,Grand Cherokee,Saint-Constant · QC,83125.0,31499.0
2019 Honda,HR-V,Cowansville · QC,77585.0,24984.0
2022 Nissan,Leaf,Mascouche · QC,27255.0,27995.0
2022 Buick,Encore,Mascouche · QC,4549.0,29995.0
2018 Kia,Rio,Laval · QC,85819.0,17999.0
2021 Kia,Forte,Saint-Hubert · QC,88660.0,20999.0
2021 Volkswagen,Jetta,Saint-Constant · QC,85568.0,23999.0
2021 Hyundai,Kona,Mascouche · QC,47407.0,26500.0
2020 Hyundai,Kona,Mascouche · QC,35167.0,24500.0
2020 Ford,Transit Cargo Van,Laval · QC,92763.0,39999.0
2021 Kia,Soul,Laval · QC,89606.0,19999.0
2016 Dodge,Grand Caravan,Saint-Constant · QC,90657.0,16999.0
2019 Acura,RDX,Saint-Constant · QC,125841.0,27999.0
2021 Hyundai,Elantra,Saint-Hubert · QC,74629.0,22999.0
2022 Hyundai,Kona,Mascouche · QC,48803.0,25995.0
2021 Honda,CR-V,Saint-Constant · QC,33517.0,30999.0
2016 Ford,Fusion,Saint-Constant · QC,48702.0,15999.0
2021 Ford,EDGE,Pincourt · QC,37593.0,33043.0
2019 Subaru,Outback,Saint-Constant · QC,144030.0,22449.0
2018 Honda,HR-V,Saint-Hubert · QC,87492.0,21499.0
2022 Nissan,Leaf,Saint-Hubert · QC,41061.0,22499.0
2022 Ford,Bronco,Cowansville · QC,3486.0,72495.0
2022 Nissan,Armada,Mascouche · QC,8004.0,65995.0
2021 Hyundai,Elantra,Saint-Hubert · QC,65423.0,23499.0
2018 Hyundai,SANTA FE SPORT,Laval · QC,108000.0,18999.0
2020 Dodge,Grand Caravan,Laval · QC,125890.0,25499.0
2021 Kia,Sportage,Saint-Jerome · QC,134262.0,20985.0
2018 Hyundai,Elantra,Saint-Constant · QC,116280.0,15999.0
2021 Hyundai,Kona,Mascouche · QC,35165.0,23995.0
2023 Genesis,GV70,Mascouche · QC,39448.0,59995.0
2017 Lincoln,MKX,Laval · QC,96755.0,22999.0
2018 Jeep,Grand Cherokee,Cowansville · QC,97252.0,33999.0
2022 Mazda,CX-5,Mascouche · QC,32349.0,29995.0
2020 Subaru,Brz,Saint-Hubert · QC,36046.0,28999.0
2021 Chevrolet,Equinox,Laval · QC,88829.0,23499.0
2019 Subaru,Ascent,Saint-Constant · QC,93545.0,26499.0
2021 Kia,Sorento,Mascouche · QC,57065.0,35995.0
2019 Mercedes-Benz,A-Class,Cowansville · QC,70339.0,30384.0
2021 Mazda,Mazda3 Sport,Mascouche · QC,40722.0,26995.0
2019 Volkswagen,Jetta,Saint-Hubert · QC,90796.0,21499.0
2020 Volvo,XC40,Mascouche · QC,42871.0,35995.0
2021 Nissan,Rogue,Laval · QC,50484.0,25999.0
2023 Nissan,Rogue,Mascouche · QC,11820.0,31995.0
2023 Nissan,Qashqai,Mascouche · QC,7983.0,26995.0
2018 Volkswagen,Tiguan,Laval · QC,125037.0,19999.0
2018 Chevrolet,Cruze,Saint-Hubert · QC,149106.0,15449.0
2021 Kia,Forte,Saint-Jerome · QC,12947.0,18395.0
2023 Genesis,G70,Mascouche · QC,5022.0,58500.0
2021 Nissan,Qashqai,Mascouche · QC,50921.0,22995.0
2022 Hyundai,Kona,Saint-Constant · QC,70588.0,24499.0
2022 Volvo,XC40,Mascouche · QC,25936.0,40995.0
2020 Buick,Encore,Mascouche · QC,56299.0,23495.0
2022 Kia,K5,Pincourt · QC,53600.0,27477.0
2021 Nissan,Sentra,Mascouche · QC,39058.0,22995.0
2017 Chevrolet,Bolt EV,Saint-Constant · QC,95646.0,17999.0
2020 Chevrolet,Bolt EV,Saint-Hubert · QC,47308.0,20999.0
2023 Ford,Mustang,Saint-Hubert · QC,28083.0,39499.0
2021 Nissan,Kicks,Mascouche · QC,20928.0,23995.0
2022 Mitsubishi,Eclipse Cross,Saint-Constant · QC,41772.0,27499.0
2018 Toyota,Corolla iM,Saint-Constant · QC,109129.0,18499.0
2022 Nissan,Sentra,Mascouche · QC,24701.0,21995.0
2017 Mercedes-Benz,GLA,Saint-Constant · QC,130569.0,19499.0
2017 Cadillac,XT5 AWD PLATINUM,Pincourt · QC,99722.0,25537.0
2019 Volvo,XC90,Mascouche · QC,59561.0,42995.0
2020 Kia,Forte,Mascouche · QC,49577.0,21995.0
2019 Hyundai,Ioniq Electric,Saint-Constant · QC,99439.0,19499.0
2021 Kia,Sorento,Mascouche · QC,48972.0,33995.0
2016 Mercedes-Benz,GLE450,Cowansville · QC,62150.0,38984.0
2015 Bmw,i3,Cowansville · QC,65000.0,19984.0
2022 Chevrolet,Bolt EUV LT,Pincourt · QC,66982.0,28937.0
2019 Toyota,Corolla,Laval · QC,44308.0,20999.0
2022 Buick,Envision,Saint-Constant · QC,33647.0,36999.0
2021 Nissan,Rogue,Mascouche · QC,33633.0,29995.0
